"common_name","genus","species","type","cultivar","date_removed","latitude","longitude"
"Pine (Bristlecone)","Pinus","mugo","Coniferous","Tannenbaum",NA,-111.051,45.66695
"Pine (Ponderosa)","Pinus","ponderosa","Coniferous",NA,NA,-111.051,45.66646
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.048,45.67029
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.048,45.67031
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.048,45.67038
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.048,45.67087
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.048,45.67082
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.048,45.67103
"Douglas-fir","Pseudotsuga","menziesii","Coniferous",NA,NA,-111.048,45.67092
"Spruce (Engelmann)","Picea","engelmannii","Coniferous",NA,NA,-111.049,45.67109
"Spruce (Engelmann)","Picea","engelmannii","Coniferous",NA,NA,-111.049,45.67105
"Spruce (Engelmann)","Picea","glauca","Coniferous",NA,NA,-111.049,45.67107
"Spruce (Engelmann)","Picea","engelmannii","Coniferous",NA,NA,-111.049,45.67108
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.047,45.66928
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.046,45.66928
"Dwarf Spruce","Picea","glauca","Coniferous",NA,NA,-111.046,45.66948
"Arborvitae","Thuja","occidentalis","Coniferous",NA,NA,-111.046,45.66968
"Arborvitae","Thuja","occidentalis","Coniferous",NA,NA,-111.046,45.66968
"Arborvitae","Thuja","occidentalis","Coniferous",NA,NA,-111.046,45.66966
"Arborvitae","Thuja","occidentalis","Coniferous",NA,NA,-111.046,45.6696
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.046,45.66951
"Arborvitae","Thuja","occidentalis","Coniferous",NA,NA,-111.046,45.66966
"Arborvitae","Thuja","occidentalis","Coniferous",NA,NA,-111.046,45.6697
"Juniper (Rocky Mtn)","Juniperus","scopulorum","Coniferous",NA,NA,-111.046,45.66962
"Juniper (Rocky Mtn)","Juniperus","scopulorum","Coniferous",NA,NA,-111.046,45.66961
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.046,45.66936
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.046,45.66933
"Juniper (Rocky Mtn)","Juniperus","scopulorum","Coniferous",NA,NA,-111.046,45.66947
"Juniper (Rocky Mtn)","Juniperus","scopulorum","Coniferous",NA,NA,-111.046,45.66943
"Juniper (Rocky Mtn)","Juniperus","scopulorum","Coniferous",NA,NA,-111.046,45.66977
"Juniper (Rocky Mtn)","Juniperus","scopulorum","Coniferous",NA,NA,-111.046,45.66977
"Engelmann Spruce","Picea","engelmanni","Coniferous",NA,NA,-111.047,45.66977
"Juniper (Rocky Mtn)","Juniperus","scopulorum","Coniferous",NA,NA,-111.046,45.66964
"Juniper (Rocky Mtn)","Juniperus","scopulorum","Coniferous",NA,NA,-111.046,45.66965
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.046,45.66935
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.046,45.66894
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.046,45.66903
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.046,45.66874
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.046,45.66901
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.046,45.66894
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.046,45.66896
"Spruce (Engelmann)","Picea","engelmannii","Coniferous",NA,NA,-111.046,45.66899
"Spruce (Engelmann)","Picea","engelmannii","Coniferous",NA,NA,-111.046,45.66898
"Spruce (Engelmann)","Picea","glauca","Coniferous",NA,NA,-111.046,45.66903
"Spruce (Engelmann)","Picea","engelmannii","Coniferous",NA,"2/15/2015 0:00",-111.046,45.66903
"Spruce (Engelmann)","Picea","engelmannii","Coniferous",NA,NA,-111.046,45.66898
"Spruce (Engelmann)","Picea","engelmannii","Coniferous",NA,NA,-111.046,45.669
"Spruce (Engelmann)","Picea","engelmannii","Coniferous",NA,NA,-111.046,45.66896
"Spruce (Engelmann)","Picea","engelmannii","Coniferous",NA,NA,-111.046,45.66859
"Arborvitae","Thuja","orientalis","Coniferous",NA,NA,-111.046,45.6688
"Arborvitae","Thuja","orientalis","Coniferous",NA,NA,-111.046,45.6688
"Arborvitae","Thuja","orientalis","Coniferous",NA,NA,-111.046,45.66876
"Arborvitae","Thuja","orientalis","Coniferous",NA,NA,-111.046,45.66876
"Arborvitae","Thuja","orientalis","Coniferous",NA,NA,-111.046,45.66876
"Arborvitae","Thuja","orientalis","Coniferous",NA,NA,-111.046,45.66873
"Arborvitae","Thuja","orientalis","Coniferous",NA,NA,-111.046,45.66863
"Spruce (Blue)","Picea","pungens","Coniferous",NA,NA,-111.048,45.66953
"Fir (Subalpine)","Abies","lasiocarpa","Coniferous",NA,NA,-111.048,45.6696
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.047,45.66929
"Pine (Scott)","Pinus","sylvestris","Coniferous",NA,NA,-111.05,45.67103
"Pine (Scott)","Pinus","sylvestris","Coniferous",NA,NA,-111.05,45.67104
"Pine (Scott)","Pinus","sylvestris","Coniferous",NA,NA,-111.05,45.67107
"Pine (Austrian)","Pinus","nigra","Coniferous",NA,NA,-111.055,45.6659
"Pine (Austrian)","Pinus","nigra","Coniferous",NA,"10/1/2014 0:00",-111.055,45.66591
"Pine (Austrian)","Pinus","nigra","Coniferous",NA,NA,-111.055,45.6659
"Pine (Ponderosa)","Pinus","ponderosa","Coniferous",NA,NA,-111.055,45.666
"Pine (Austrian)","Pinus","nigra","Coniferous",NA,NA,-111.055,45.66511
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.054,45.6658
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.054,45.66552
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.054,45.66531
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.054,45.66531
"Pine (Scott)","Pinus","sylvestris","Coniferous",NA,NA,-111.054,45.66559
"Pine (Scott)","Pinus","sylvestris","Coniferous",NA,NA,-111.054,45.6653
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.054,45.66581
"Pine (Scott)","Pinus","sylvestris","Coniferous",NA,NA,-111.054,45.66595
"Pine (Scott)","Pinus","sylvestris","Coniferous",NA,NA,-111.054,45.66608
"Pine (Scott)","Pinus","sylvestris","Coniferous",NA,NA,-111.054,45.66631
"Spruce","Picea","glauca","Coniferous",NA,NA,-111.054,45.66617
"Pine (Ponderosa)","Pinus","ponderosa","Coniferous",NA,NA,-111.054,45.66617
"Mugo Pine """"Tannebaum""""","Pinus",NA,"Coniferous",NA,NA,-111.05,45.66755
"Mugo Pine """"Tannebaum""""","Pinus",NA,"Coniferous",NA,NA,-111.051,45.66753
"Austrian Pine","Pinus","nigra","Coniferous",NA,"10/1/2014 0:00",-111.056,45.66583
"Austrian Pine","Pinus","nigra","Coniferous",NA,"10/1/2014 0:00",-111.056,45.66579
"Austrian Pine","Pinus","nigra","Coniferous",NA,"10/1/2014 0:00",-111.056,45.66574
"Austrian Pine","Pinus","nigra","Coniferous",NA,"10/1/2014 0:00",-111.056,45.66569
"Lilac (Japanese)","Syringa",NA,"Deciduous","Spring Snow",NA,-111.051,45.66275
"Lilac (Japanese)","Syringa",NA,"Deciduous",NA,NA,-111.05,45.6627
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.062,45.66656
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.062,45.66661
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.062,45.66667
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.062,45.66672
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.062,45.66677
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.062,45.66682
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.062,45.66688
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.062,45.66694
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.062,45.66699
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.062,45.66705
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.062,45.6671
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.062,45.66715
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.062,45.66721
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.062,45.66727
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.062,45.66735
"Columnar Blue Spruce","Picea","pungens","Coniferous",NA,NA,-111.051,45.66769
"Japanese Tree Lilac","Syringa","reticulata","Deciduous",NA,NA,-111.046,45.66663
"Japanese Tree Lilac","Syringa","reticulata","Deciduous",NA,NA,-111.046,45.66643
"American Elm","Ulmus","americana","Deciduous",NA,NA,-111.046,45.66653
"Austrian Pine","Pinus","nigra","Coniferous",NA,NA,-111.044,45.66271
"Austrian Pine","Pinus","nigra","Coniferous",NA,NA,-111.05,45.66881
"Honey Locust (Prarie Silk)","Gleditsia","triacanthos","Deciduous","Prarie Silk",NA,-111.058,45.66416
"Honey Locust (Prarie Silk)","Gleditsia","triacanthos","Deciduous","Prarie Silk",NA,-111.058,45.66427
"Honey Locust (Prarie Silk)","Gleditsia","triacanthos","Deciduous","Prarie Silk",NA,-111.058,45.66441
"Honey Locust (Prarie Silk)","Gleditsia","triacanthos","Deciduous","Prarie Silk",NA,-111.058,45.66457
"Honey Locust (Prarie Silk)","Gleditsia","triacanthos","Deciduous","Prarie Silk",NA,-111.058,45.66471
"Honey Locust (Prarie Silk)","Gleditsia","triacanthos","Deciduous","Prarie Silk",NA,-111.058,45.66485
"Honey Locust (Prarie Silk)","Gleditsia","triacanthos","Deciduous","Prarie Silk",NA,-111.058,45.66503
"Maple","Acer","fremanii","Deciduous","Sienna Glen",NA,-111.058,45.66517
"Maple","Acer","fremanii","Deciduous","Sienna Glen",NA,-111.058,45.66412
NA,NA,NA,"Deciduous",NA,NA,-111.045,45.66808
NA,NA,NA,"Deciduous",NA,NA,-111.045,45.66804
NA,NA,NA,"Deciduous",NA,NA,-111.045,45.66795
NA,NA,NA,"Deciduous",NA,NA,-111.045,45.66787
NA,NA,NA,"Deciduous",NA,NA,-111.045,45.66813
NA,NA,NA,"Deciduous",NA,NA,-111.045,45.66814
NA,NA,NA,"Deciduous",NA,NA,-111.045,45.66813
NA,NA,NA,"Deciduous",NA,NA,-111.045,45.66813
NA,NA,NA,"Coniferous",NA,NA,-111.045,45.66791
NA,NA,NA,"Coniferous",NA,NA,-111.045,45.66782
NA,NA,NA,"Deciduous",NA,NA,-111.045,45.66782
NA,NA,NA,"Deciduous",NA,NA,-111.045,45.66782
NA,NA,NA,"Deciduous",NA,NA,-111.045,45.66808
NA,NA,NA,"Deciduous",NA,NA,-111.045,45.66808
NA,NA,NA,"Deciduous",NA,NA,-111.056,45.66701
NA,NA,NA,"Deciduous",NA,NA,-111.056,45.66708
NA,NA,NA,"Deciduous",NA,NA,-111.056,45.66724
NA,NA,NA,"Deciduous",NA,NA,-111.056,45.66732
"Spruce","Picea",NA,"Coniferous",NA,NA,-111.055,45.6671
NA,NA,NA,"Deciduous",NA,NA,-111.056,45.66741
"Honeylocust","Gleditsia","triacanthos","Deciduous",NA,NA,-111.056,45.66731
"Honeylocust","Gleditsia","triacanthos","Deciduous",NA,NA,-111.055,45.66731
"Honeylocust","Gleditsia","triacanthos","Deciduous",NA,NA,-111.055,45.66731
"Honeylocust","Gleditsia","triacanthos","Deciduous",NA,NA,-111.055,45.66731
"Spruce","Picea",NA,"Coniferous",NA,NA,-111.055,45.66706
"Aspen","Populos","tremuloides","Deciduous",NA,NA,-111.055,45.66653
"Aspen","Populos","tremuloides","Deciduous",NA,NA,-111.055,45.66653
"Aspen","Populos","tremuloides","Deciduous",NA,NA,-111.055,45.66648
"Aspen","Populos","tremuloides","Deciduous",NA,NA,-111.055,45.66646
"Aspen","Populos","tremuloides","Deciduous",NA,NA,-111.055,45.66646
"Aspen","Populos","tremuloides","Deciduous",NA,NA,-111.055,45.66647
"Aspen","Populos","tremuloides","Deciduous",NA,NA,-111.055,45.66649
"Aspen","Populos","tremuloides","Deciduous",NA,NA,-111.055,45.66653
"Aspen","Populos","tremuloides","Deciduous",NA,NA,-111.055,45.66651
"Aspen","Populos","tremuloides","Deciduous",NA,NA,-111.055,45.66653
"Aspen","Populos","tremuloides","Deciduous",NA,NA,-111.056,45.66653
"Russian Olive","Elaeagnus",NA,"Deciduous",NA,NA,-111.056,45.66682
"Russian Olive","Elaeagnus",NA,"Deciduous",NA,NA,-111.056,45.66686
"Honeylocust","Gleditsia","triacanthos","Deciduous",NA,NA,-111.055,45.66698
"Honeylocust","Gleditsia","triacanthos","Deciduous",NA,NA,-111.055,45.66698
"Honeylocust","Gleditsia","triacanthos","Deciduous",NA,NA,-111.055,45.66698
"Honeylocust","Gleditsia","triacanthos","Deciduous",NA,NA,-111.055,45.66698
"Honeylocust","Gleditsia","triacanthos","Deciduous",NA,NA,-111.055,45.66699
"Honeylocust","Gleditsia","triacanthos","Deciduous",NA,NA,-111.056,45.667
"Honeylocust","Gleditsia","triacanthos","Deciduous",NA,NA,-111.056,45.667
"Cottonwood","Populous",NA,"Deciduous",NA,NA,-111.056,45.66717
NA,NA,NA,"Coniferous",NA,NA,-111.057,45.66728
"Pine (Limber)","Pinus","flexilis","Coniferous",NA,NA,-111.055,45.66642
"Spruce","Picea","pungens","Coniferous",NA,NA,-111.055,45.66645
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66747
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66747
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66747
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66747
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66747
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66747
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.6677
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66769
NA,"<Null>",NA,"Deciduous",NA,NA,-111.055,45.6677
NA,"<Null>",NA,"Deciduous",NA,NA,-111.055,45.66776
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66777
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66777
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66788
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.056,45.66791
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66788
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66775
NA,"<Null>",NA,"Deciduous",NA,NA,-111.057,45.66777
NA,"<Null>",NA,"Coniferous",NA,NA,-111.057,45.66772
NA,"<Null>",NA,"Deciduous",NA,NA,-111.057,45.66792
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66816
NA,"<Null>",NA,"Deciduous",NA,NA,-111.055,45.66808
NA,"<Null>",NA,"Coniferous",NA,NA,-111.055,45.66817
NA,"<Null>",NA,"Deciduous",NA,NA,-111.055,45.66803
NA,"<Null>",NA,"Deciduous",NA,NA,-111.055,45.66803
NA,"<Null>",NA,"Deciduous",NA,NA,-111.055,45.66765
"Aspen - DEAD","Populos","tremuloides","Deciduous",NA,NA,-111.055,45.66616
"Aspen","Populos","tremuloides","Deciduous",NA,NA,-111.055,45.66615
"Aspen - DEAD","Populos","tremuloides","Deciduous",NA,NA,-111.055,45.66612
"Aspen","Populos","tremuloides","Deciduous",NA,NA,-111.055,45.66613
"Aspen","Populos","tremuloides","Deciduous",NA,NA,-111.055,45.66627
"Aspen","Populos","tremuloides","Deciduous",NA,NA,-111.055,45.6663
"Aspen","Populos","tremuloides","Deciduous",NA,NA,-111.055,45.66633
NA,NA,NA,"Coniferous",NA,NA,-111.054,45.66691
NA,NA,NA,"Coniferous",NA,NA,-111.054,45.66641
NA,"<Null>",NA,"Coniferous",NA,NA,-111.056,45.66621
"Aspen x3","<Null>",NA,"Deciduous",NA,NA,-111.056,45.66613
NA,"<Null>",NA,"Deciduous",NA,NA,-111.055,45.66831
NA,"<Null>",NA,"Deciduous",NA,NA,-111.055,45.66834
NA,"<Null>",NA,"Coniferous",NA,NA,-111.056,45.6685
NA,"<Null>",NA,"Deciduous",NA,NA,-111.055,45.66914
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66943
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66946
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66944
NA,"<Null>",NA,"Deciduous",NA,NA,-111.057,45.66933
NA,"<Null>",NA,"Coniferous",NA,NA,-111.057,45.66917
NA,"<Null>",NA,"Coniferous",NA,NA,-111.056,45.66895
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66883
NA,"<Null>",NA,"Deciduous",NA,NA,-111.057,45.66846
NA,"<Null>",NA,"Deciduous",NA,NA,-111.057,45.66846
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66855
NA,"<Null>",NA,"Deciduous",NA,NA,-111.056,45.66845
NA,"<Null>",NA,"Coniferous",NA,NA,-111.056,45.66867
NA,"<Null>",NA,"Coniferous",NA,NA,-111.056,45.66833
NA,"<Null>",NA,"Deciduous",NA,NA,-111.057,45.66809
NA,"<Null>",NA,"Deciduous",NA,NA,-111.057,45.66789
NA,"<Null>",NA,"Deciduous",NA,NA,-111.057,45.66778
NA,"<Null>",NA,"Deciduous",NA,NA,-111.058,45.66768
NA,"<Null>",NA,"Deciduous",NA,NA,-111.058,45.66785
NA,"<Null>",NA,"Deciduous",NA,NA,-111.058,45.66819
"Silver Maple","Acer","saccharinum","Deciduous",NA,NA,-111.058,45.66835
"Silver Maple","Acer","saccharinum","Deciduous",NA,NA,-111.058,45.6686
"Silver Maple","Acer","saccharinum","Deciduous",NA,NA,-111.058,45.66881
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.058,45.66899
"Silver Maple","Acer","saccharinum","Deciduous",NA,NA,-111.058,45.66905
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.058,45.66918
"Black Hills Spruce","Picea","glabra","Coniferous",NA,NA,-111.059,45.66916
"Colorado Blue Spruce","Picea","pungens","Coniferous","Glauca",NA,-111.058,45.6692
NA,"<Null>",NA,"Deciduous",NA,NA,-111.059,45.66871
NA,"<Null>",NA,"Deciduous",NA,NA,-111.058,45.66871
NA,"<Null>",NA,"Deciduous",NA,NA,-111.058,45.66889
NA,"<Null>",NA,"Deciduous",NA,NA,-111.058,45.66865
NA,"<Null>",NA,"Deciduous",NA,NA,-111.058,45.66815
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.058,45.66768
NA,"<Null>",NA,"Coniferous",NA,NA,-111.055,45.66695
NA,"<Null>",NA,"Coniferous",NA,NA,-111.055,45.66642
"Colorado Blue Spruce","Picea","pungens","Coniferous",NA,NA,-111.059,45.66833
"Colorado Blue Spruce","Picea","pungens","Coniferous",NA,NA,-111.059,45.66829
NA,"<Null>",NA,"Coniferous",NA,NA,-111.059,45.66826
"Colorado Blue Spruce","Picea","pungens","Coniferous",NA,NA,-111.059,45.66837
"Colorado Blue Spruce","Picea","pungens","Coniferous",NA,NA,-111.059,45.66838
"Colorado Blue Spruce","Picea","pungens","Coniferous",NA,NA,-111.059,45.66817
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.059,45.66807
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.06,45.66807
"Colorado Blue Spruce","Picea","pungens","Coniferous",NA,NA,-111.06,45.66814
"Fir (Concolor)","Abies","concolor","Coniferous",NA,NA,-111.06,45.66807
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.06,45.66809
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.06,45.66775
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.06,45.66767
"Colorado Blue Spruce","Picea","pungens","Deciduous",NA,NA,-111.06,45.66801
"Colorado Blue Spruce","Picea","pungens","Coniferous",NA,NA,-111.06,45.66804
"Colorado Blue Spruce","Picea","pungens","Coniferous",NA,NA,-111.06,45.6681
"Colorado Blue Spruce","Picea","pungens","Coniferous","Glauca",NA,-111.06,45.66809
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.061,45.66793
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.06,45.66858
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.06,45.66867
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.06,45.66869
"Black Hills Spruce","Picea","glabra","Coniferous",NA,NA,-111.059,45.66894
"Colorado Blue Spruce","Picea","pungens","Coniferous",NA,NA,-111.059,45.66913
"Colorado Blue Spruce","Picea","pungens","Coniferous",NA,NA,-111.06,45.66917
"Silver Maple","Acer","saccharinum","Deciduous",NA,NA,-111.06,45.66925
NA,"PIC",NA,"Coniferous",NA,NA,-111.061,45.66912
"Engelmann Spruce","Picea","engelmannii","Coniferous",NA,NA,-111.061,45.66904
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.061,45.66864
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.061,45.66876
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.061,45.66865
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.061,45.66831
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.061,45.66822
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.061,45.66807
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.061,45.66795
"Silver Maple","Acer","saccharinum","Deciduous",NA,NA,-111.061,45.66764
"Silver Maple","Acer","saccharinum","Deciduous",NA,NA,-111.059,45.66765
NA,NA,NA,"Coniferous",NA,NA,-111.059,45.66801
NA,NA,NA,"Coniferous",NA,NA,-111.059,45.66805
NA,NA,NA,"Coniferous",NA,NA,-111.059,45.66808
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.058,45.66977
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.058,45.66987
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.058,45.67004
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.058,45.67013
"Elm (American)","Sorbus","acuparia","Deciduous",NA,NA,-111.058,45.67047
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.058,45.67066
"Engelmann Spruce","Picea","engelmannii","Coniferous",NA,NA,-111.058,45.67096
"Crabapple","Malus",NA,"Deciduous",NA,NA,-111.058,45.67093
"Pine (Lodgepole)","Pinus","contorta","Coniferous",NA,NA,-111.058,45.67078
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.058,45.67069
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.058,45.6705
"Elm (American)","Sorbus","acuparia","Deciduous",NA,NA,-111.058,45.67065
"Elm (American)","Sorbus","acuparia","Deciduous",NA,NA,-111.058,45.67065
"Elm (American)","Sorbus","acuparia","Deciduous",NA,NA,-111.058,45.6708
"Elm (American)","Sorbus","acuparia","Deciduous",NA,NA,-111.058,45.67078
"Hawthorne","Crataegus","oxycantha","Deciduous",NA,NA,-111.058,45.67098
"Hawthorne","Crataegus","oxycantha","Deciduous",NA,NA,-111.058,45.6709
"Hawthorne","Crataegus","oxycantha","Deciduous",NA,NA,-111.058,45.67086
"Chokecherry","Prunus","maackii","Deciduous",NA,NA,-111.059,45.67098
"Colorado Blue Spruce","Picea","pungens","Coniferous",NA,NA,-111.059,45.67075
"Willow","Salix",NA,"Deciduous",NA,NA,-111.059,45.67075
"Willow","Salix",NA,"Deciduous",NA,NA,-111.059,45.67068
"Willow","Salix",NA,"Deciduous",NA,NA,-111.059,45.67069
"Willow","Salix",NA,"Deciduous",NA,NA,-111.059,45.67044
"Willow","Salix",NA,"Deciduous",NA,NA,-111.059,45.67036
"Colorado Blue Spruce","Picea","pungens","Coniferous",NA,NA,-111.059,45.67038
"Elm (American)","Sorbus","acuparia","Deciduous",NA,NA,-111.059,45.67041
"Silver Maple","Acer","saccharinum","Deciduous",NA,NA,-111.059,45.6702
"Pine (Lodgepole)","PIN","contorta","Coniferous",NA,NA,-111.058,45.67051
"Birch (Weeping)","Betula","pendula","Deciduous",NA,NA,-111.058,45.67034
"Ponderosa Pine","Pinus","ponderosa","Coniferous",NA,NA,-111.059,45.66978
"Engelmann Spruce","Picea","engelmannii","Coniferous",NA,NA,-111.058,45.66982
"Elm (American)","Sorbus","acuparia","Deciduous",NA,NA,-111.058,45.66998
"Ponderosa Pine","Pinus","ponderosa","Coniferous",NA,NA,-111.059,45.66943
"Colorado Blue Spruce","Picea","pungens","Coniferous",NA,NA,-111.058,45.66945
"Silver Maple","Acer","saccharinum","Deciduous",NA,NA,-111.061,45.67066
"Silver Maple","Acer","saccharinum","Deciduous",NA,NA,-111.061,45.67075
"Silver Maple","Acer","saccharinum","Deciduous",NA,NA,-111.06,45.67099
"Willow","Salix",NA,"Deciduous",NA,NA,-111.06,45.67069
"Scotch Pine","Pinus","sylvestris","Coniferous",NA,NA,-111.06,45.67064
"Austrian Pine","Pinus","nigra","Coniferous",NA,NA,-111.06,45.67025
"Austrian Pine","Pinus","nigra","Coniferous",NA,NA,-111.06,45.67021
"Austrian Pine","Pinus","nigra","Coniferous",NA,NA,-111.06,45.67031
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.06,45.66996
"Engelmann Spruce","Picea","engelmannii","Coniferous",NA,NA,-111.06,45.6698
"Colorado Blue Spruce","Picea","pungens","Coniferous",NA,NA,-111.061,45.66774
"Flowering Crabapple","Malus",NA,"Deciduous",NA,NA,-111.062,45.66775
"Honey Locust","Gleditsia","triacanthos","Deciduous",NA,NA,-111.062,45.66771
"Ash (Green)","Fraxinus","pennsylvanica","Coniferous",NA,NA,-111.062,45.66776
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.062,45.66793
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.062,45.66799
"Colorado Blue Spruce","Picea","pungens","Coniferous",NA,NA,-111.062,45.66817
"Colorado Blue Spruce","Picea","pungens","Coniferous",NA,NA,-111.062,45.66818
"Ponderosa Pine","Pinus","ponderosa","Coniferous",NA,NA,-111.062,45.66828
"Ponderosa Pine","Pinus","ponderosa","Coniferous",NA,NA,-111.062,45.66833
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.062,45.66862
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.062,45.66857
"Silver Maple","Acer","saccharinum","Deciduous",NA,NA,-111.062,45.66865
"Silver Maple","Acer","saccharinum","Deciduous",NA,NA,-111.062,45.6683
"Colorado Blue Spruce","Picea","pungens","Coniferous",NA,NA,-111.062,45.66823
"Silver Maple","Acer","saccharinum","Deciduous",NA,NA,-111.062,45.66885
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.062,45.66888
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.061,45.66811
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.061,45.66831
